hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,weather_index,hour_of_day_binary,visibility_binary
3,6,12,0,0,0,-9.1,-14.4,65.6,0.0,0.0,5.0,0.0,16.0,low_bike_demand,27.725,0,1
6,0,5,0,1,1,18.2,17.2,93.66,0.0,0.0,4.8,83.1,15.5,low_bike_demand,35.435,0,1
5,6,5,0,0,1,15.9,12.1,78.22,0.0,0.0,11.9,70.1,16.0,low_bike_demand,37.445,0,1
23,0,9,1,1,1,22.4,14.4,60.86,0.0,0.0,0.5,44.6,16.0,low_bike_demand,43.985,0,1
22,2,12,0,1,0,3.7,-5.7,50.34,0.0,0.0,12.3,99.8,16.0,low_bike_demand,36.915000000000006,0,1
8,2,4,0,1,1,14.9,6.6,57.74,0.0,0.0,12.5,79.3,16.0,high_bike_demand,40.94,1,1
8,6,9,0,0,1,19.1,15.6,79.79,0.0,0.0,11.9,0.0,16.0,low_bike_demand,38.7275,1,1
0,1,1,0,1,0,5.5,1.1,73.16,0.0,0.0,0.4,100.0,16.0,low_bike_demand,33.36,0,1
9,3,3,0,1,0,8.3,-1.7,49.31,0.0,0.0,18.4,24.4,16.0,low_bike_demand,39.322500000000005,1,1
7,4,12,1,1,0,2.8,-0.5,78.61,0.143,0.0,27.5,99.2,16.0,low_bike_demand,30.88675,1,1
23,5,8,0,0,1,25.9,20.0,70.1,0.0,0.0,12.5,79.3,16.0,low_bike_demand,43.95,0,1
2,1,9,0,1,1,22.6,18.3,76.75,0.0,0.0,7.3,82.2,16.0,low_bike_demand,41.0375,0,1
23,4,11,0,1,0,3.6,-5.6,51.03,0.0,0.0,9.3,0.0,16.0,low_bike_demand,36.7425,0,1
12,1,1,0,1,0,-3.9,-17.2,34.87,0.0,0.0,18.7,0.0,16.0,low_bike_demand,36.0075,1,1
13,6,10,0,0,1,8.8,6.2,83.81,0.018,0.0,19.2,98.2,16.0,low_bike_demand,32.793,1,1
7,0,7,0,1,1,22.1,17.2,73.85,0.0,0.0,9.2,87.2,16.0,low_bike_demand,41.3625,1,1
1,2,12,0,1,0,4.8,-1.8,62.6,0.0,0.0,5.9,24.4,16.0,low_bike_demand,35.099999999999994,0,1
16,0,4,0,1,1,17.8,-3.3,23.51,0.0,0.0,7.5,0.0,16.0,high_bike_demand,47.747499999999995,1,1
5,3,1,0,1,0,-0.3,-1.5,91.26,0.0,0.0,0.0,24.4,11.5,low_bike_demand,26.735,0,1
20,5,6,0,0,1,23.6,11.3,45.92,0.0,0.0,17.0,44.6,16.0,low_bike_demand,47.245000000000005,1,1
7,6,9,0,0,1,18.1,14.9,81.42,0.0,0.0,6.7,24.4,16.0,low_bike_demand,37.895,1,1
4,5,7,0,0,1,21.7,20.2,90.86,7.246,0.0,16.1,99.0,4.7,low_bike_demand,35.9485,0,0
2,0,12,0,1,0,4.3,1.7,83.17,0.0,0.0,14.5,29.7,16.0,low_bike_demand,30.7075,0,1
13,4,2,0,1,0,9.3,-6.7,31.74,0.0,0.0,9.3,81.3,16.0,low_bike_demand,42.715,1,1
3,0,10,0,1,1,13.8,12.8,93.95,0.0,0.0,12.8,100.0,15.9,low_bike_demand,33.1625,0,1
21,6,10,0,0,1,13.6,3.0,48.86,0.0,0.0,12.4,44.6,16.0,low_bike_demand,41.935,0,1
6,1,12,0,1,0,0.5,-6.6,58.84,0.0,0.0,14.0,44.6,16.0,low_bike_demand,33.765,0,1
20,2,8,0,1,1,29.9,18.5,50.48,0.0,0.0,15.7,0.0,16.0,high_bike_demand,49.480000000000004,1,1
9,6,2,0,0,0,5.4,-1.7,59.89,0.0,0.0,11.3,92.3,16.0,low_bike_demand,35.9525,1,1
15,0,10,0,1,1,17.8,13.3,75.06,0.0,0.0,16.0,100.0,16.0,high_bike_demand,39.010000000000005,1,1
15,1,4,0,1,1,25.0,12.7,46.23,0.0,0.0,18.2,24.4,16.0,high_bike_demand,47.8675,1,1
14,1,3,0,1,1,4.8,-11.2,30.19,0.0,0.0,18.6,24.4,16.0,low_bike_demand,40.852500000000006,1,1
14,5,7,0,0,1,22.0,19.9,87.98,0.6759999999999999,0.0,23.0,100.0,4.8,low_bike_demand,38.311,1,0
1,5,2,0,0,0,1.1,-7.9,51.26,0.0,0.0,28.6,45.6,16.0,low_bike_demand,35.485,0,1
23,6,9,0,0,1,17.3,9.4,59.76,0.0,0.0,7.4,0.0,16.0,low_bike_demand,41.73500000000001,0,1
1,5,9,0,0,1,19.8,17.1,84.54,0.0,0.0,8.8,46.2,16.0,low_bike_demand,38.089999999999996,0,1
20,1,6,0,1,1,30.3,15.5,40.7,0.0,0.0,9.9,32.7,16.0,low_bike_demand,51.275,1,1
6,5,2,0,0,0,-8.4,-18.4,44.35,0.0,0.0,12.8,0.0,16.0,low_bike_demand,32.2125,0,1
19,5,10,0,0,1,19.9,11.7,59.03,0.0,0.0,17.8,100.0,16.0,low_bike_demand,43.1425,1,1
23,5,11,0,0,0,5.4,-3.8,51.68,0.0,0.0,10.6,0.0,16.0,low_bike_demand,37.48,0,1
13,6,2,0,0,0,11.2,-0.9,43.14,0.0,0.0,22.3,80.3,16.0,high_bike_demand,41.79,1,1
11,4,5,0,1,1,19.3,16.8,85.69,0.0,0.0,15.8,100.0,15.9,low_bike_demand,37.602500000000006,1,1
12,6,10,0,0,1,21.6,18.3,81.47,0.0,0.0,0.2,94.7,16.0,high_bike_demand,39.6075,1,1
21,1,12,0,1,0,2.5,-5.1,57.48,0.0,0.0,10.5,79.3,16.0,low_bike_demand,34.980000000000004,0,1
23,5,8,0,0,1,21.4,18.4,82.84,0.0,0.0,15.2,81.3,16.0,low_bike_demand,39.24,0,1
13,0,7,0,1,1,29.3,17.8,49.86,0.0,0.0,11.2,92.8,16.0,low_bike_demand,49.31,1,1
10,0,3,0,1,1,13.8,0.0,38.85,0.0,0.0,12.8,0.0,16.0,low_bike_demand,43.7375,1,1
14,4,7,0,1,1,30.9,22.1,59.5,0.0,0.0,18.3,56.2,16.0,low_bike_demand,48.375,1,1
22,6,2,0,0,0,7.1,6.7,96.83,0.011,0.0,0.0,100.0,1.0,low_bike_demand,29.23975,0,0
21,6,3,0,0,1,15.6,4.0,45.95,0.0,0.0,36.8,99.2,16.0,low_bike_demand,43.412499999999994,0,1
17,0,6,0,1,1,27.0,17.3,55.43,0.0,0.0,9.6,67.3,16.0,high_bike_demand,47.2175,1,1
7,4,3,0,1,1,10.5,-1.7,42.36,0.0,0.0,13.2,82.5,16.0,low_bike_demand,41.61,1,1
4,5,10,0,0,1,8.0,5.5,84.05,0.0,0.0,0.0,25.3,16.0,low_bike_demand,32.3625,0,1
2,3,4,0,1,1,13.2,11.2,87.64,0.0,0.0,8.7,99.6,15.9,low_bike_demand,34.19,0,1
9,3,12,0,1,0,8.1,3.3,71.47,0.0,0.0,11.0,90.9,16.0,high_bike_demand,34.9825,1,1
11,6,8,0,0,1,21.6,20.0,90.43,0.022,0.0,16.0,92.7,10.8,low_bike_demand,37.787,1,1
11,3,3,0,1,0,7.1,0.0,60.65,0.0,0.0,19.8,91.1,16.0,low_bike_demand,36.6125,1,1
4,2,12,0,1,0,-1.4,-5.1,75.9,0.0,0.0,5.0,25.3,16.0,low_bike_demand,29.4,0,1
12,0,9,1,1,1,27.7,13.8,42.46,0.0,0.0,17.8,24.4,16.0,high_bike_demand,49.760000000000005,1,1
4,2,3,0,1,1,6.0,4.3,89.0,0.0,0.0,10.6,100.0,15.8,low_bike_demand,30.325,0,1
17,6,6,0,0,1,27.1,21.1,69.55,0.0,0.0,19.6,52.3,16.0,high_bike_demand,44.6625,1,1
20,6,10,0,0,1,8.8,7.8,93.67,0.0,0.0,15.7,100.0,5.4,low_bike_demand,30.732499999999998,1,0
7,2,6,0,1,1,18.7,14.9,78.77,0.0,0.0,21.1,89.7,16.0,low_bike_demand,38.7075,1,1
10,3,6,0,1,1,23.3,10.8,45.21,0.0,0.0,0.9,24.4,16.0,low_bike_demand,47.222500000000004,1,1
12,1,3,0,1,0,7.3,0.0,59.98,0.0,0.0,18.2,93.8,16.0,low_bike_demand,36.83,1,1
15,5,11,0,0,0,21.7,11.1,51.05,0.0,0.0,0.5,82.2,16.0,high_bike_demand,45.4375,1,1
10,5,6,0,0,1,18.8,14.5,75.99,0.04,0.0,6.0,94.3,16.0,low_bike_demand,39.317499999999995,1,1
15,5,6,0,0,1,30.5,18.4,48.43,0.0,0.0,13.1,89.3,16.0,high_bike_demand,50.1175,1,1
5,0,4,0,1,1,11.8,7.7,76.16,0.0,0.0,0.0,88.9,14.2,low_bike_demand,35.834999999999994,0,1
6,5,5,0,0,1,7.6,4.9,83.18,0.0,0.0,4.8,79.3,16.0,low_bike_demand,32.33,0,1
1,6,6,0,0,1,24.0,18.8,72.97,0.0,0.0,19.3,44.6,16.0,low_bike_demand,42.4575,0,1
0,1,11,0,1,0,7.7,-2.8,47.25,0.0,0.0,11.5,82.9,16.0,low_bike_demand,39.412499999999994,0,1
22,6,4,0,0,1,19.1,14.0,71.99,0.022,0.0,5.4,99.2,16.0,low_bike_demand,40.272,0,1
10,5,8,0,0,1,27.1,22.8,77.28,0.0,0.0,6.9,53.0,16.0,high_bike_demand,43.155,1,1
1,3,12,0,1,0,7.8,3.9,76.28,0.0,0.0,26.9,100.0,16.0,low_bike_demand,33.855000000000004,0,1
10,5,1,0,0,0,2.1,-4.4,62.01,0.0,0.0,30.7,100.0,16.0,low_bike_demand,33.9225,1,1
12,0,10,0,1,1,11.6,5.6,66.68,0.0,0.0,32.6,98.7,16.0,low_bike_demand,37.629999999999995,1,1
3,2,7,0,1,1,23.6,20.7,83.65,0.0,0.0,6.7,96.0,16.0,low_bike_demand,40.162499999999994,0,1
9,5,6,0,0,1,22.8,9.5,42.65,0.0,0.0,43.8,29.0,16.0,high_bike_demand,47.4125,1,1
9,1,1,0,1,0,4.9,1.7,79.74,0.0,0.0,6.7,100.0,16.0,low_bike_demand,31.715,1,1
6,5,12,0,0,0,10.0,7.8,86.48,0.0,0.0,18.4,100.0,16.0,low_bike_demand,32.83,0,1
7,2,10,0,1,1,12.2,7.2,71.47,0.0,0.0,7.3,89.1,16.0,low_bike_demand,36.9825,1,1
9,2,2,0,1,0,-0.9,-4.0,79.8,0.0,0.0,5.2,79.3,16.0,low_bike_demand,28.825000000000003,1,1
13,3,11,0,1,1,11.0,-2.7,38.05,0.0,0.0,0.5,91.1,16.0,low_bike_demand,42.5625,1,1
15,2,4,0,1,1,15.0,-3.2,28.43,0.0,0.0,8.3,26.4,16.0,high_bike_demand,45.8425,1,1
17,4,10,0,1,1,14.2,9.4,72.7,0.0,0.0,12.2,82.5,16.0,high_bike_demand,37.725,1,1
17,5,7,0,0,1,30.6,14.4,37.4,0.0,0.0,10.8,79.3,16.0,high_bike_demand,51.9,1,1
15,2,5,0,1,1,18.6,3.8,37.48,0.0,0.0,15.3,83.9,16.0,low_bike_demand,46.230000000000004,1,1
13,4,6,0,1,1,28.8,11.0,33.16,0.0,0.0,18.0,26.4,16.0,low_bike_demand,51.66,1,1
21,2,5,0,1,1,16.1,6.7,53.57,0.0,0.0,29.3,44.6,16.0,low_bike_demand,42.3075,0,1
19,0,5,0,1,1,19.3,0.7,28.62,0.0,0.0,36.3,32.7,16.0,low_bike_demand,47.845,1,1
11,3,9,0,1,1,21.6,18.4,82.09,0.022,0.0,10.5,90.6,16.0,low_bike_demand,39.472,1,1
10,5,10,0,0,1,14.4,9.3,71.36,0.0,0.0,14.6,25.3,16.0,high_bike_demand,38.085,1,1
23,0,5,0,1,1,9.3,-1.2,47.9,0.0,0.0,19.2,99.6,16.0,low_bike_demand,40.050000000000004,0,1
20,5,6,0,0,1,23.7,20.1,80.3,0.0,0.0,13.5,50.7,16.0,low_bike_demand,40.875,1,1
14,4,3,0,1,0,5.5,-10.1,31.53,0.0,0.0,14.0,24.4,16.0,low_bike_demand,40.9675,1,1
9,6,5,0,0,1,14.3,8.4,67.63,0.0,0.0,10.9,100.0,16.0,low_bike_demand,38.767500000000005,1,1
22,6,3,0,0,1,10.7,0.6,49.53,0.0,0.0,8.9,0.0,16.0,low_bike_demand,40.4425,0,1
0,5,9,0,0,1,19.6,14.8,73.67,0.0,0.0,6.7,24.4,16.0,low_bike_demand,40.182500000000005,0,1
9,2,8,0,1,1,21.6,17.3,76.88,0.0,0.0,13.8,91.1,16.0,low_bike_demand,40.505,1,1
20,1,4,0,1,1,19.3,7.0,44.58,0.0,0.0,20.2,24.4,16.0,low_bike_demand,45.43,1,1
14,6,7,0,0,1,32.8,22.8,55.76,0.0,0.0,16.7,47.3,16.0,low_bike_demand,49.96,1,1
20,4,1,0,1,0,-0.7,-13.3,37.98,0.0,0.0,21.0,88.3,16.0,low_bike_demand,37.004999999999995,1,1
22,2,9,0,1,1,17.1,11.6,70.27,0.0,0.0,21.4,24.4,16.0,low_bike_demand,39.6075,0,1
11,2,5,0,1,1,23.2,18.8,76.37,0.0,0.0,10.9,89.7,16.0,low_bike_demand,41.4075,1,1
15,6,3,0,0,0,7.8,-11.2,24.64,0.0,0.0,27.5,0.0,16.0,low_bike_demand,42.99,1,1
3,6,9,0,0,1,18.4,14.3,76.83,0.0,0.0,0.0,0.0,16.0,low_bike_demand,38.9675,0,1
10,2,8,0,1,1,21.6,17.9,79.56,0.0,0.0,0.6,55.5,16.0,low_bike_demand,39.985,1,1
5,0,5,0,1,1,11.0,6.1,71.66,0.0,0.0,4.8,54.5,16.0,low_bike_demand,36.36,0,1
7,0,9,0,1,1,19.3,18.3,94.41,0.0,0.0,10.9,86.6,16.0,low_bike_demand,35.7975,1,1
6,6,2,0,0,0,-1.3,-2.8,89.22,0.0,0.05,11.6,100.0,9.9,low_bike_demand,26.67,0,1
15,4,3,0,1,1,9.8,-9.5,24.55,0.0,0.0,25.3,24.4,16.0,low_bike_demand,43.9375,1,1
3,4,10,0,1,1,20.2,17.1,82.35,0.0,0.0,0.0,79.3,15.5,low_bike_demand,38.737500000000004,0,1
10,1,9,0,1,1,20.5,6.1,39.12,0.0,0.0,11.8,24.4,16.0,low_bike_demand,46.87,1,1
22,0,11,0,1,0,6.0,-6.6,40.05,0.0,0.0,9.4,0.0,16.0,low_bike_demand,39.8375,0,1
5,1,8,0,1,1,20.5,18.8,90.04,0.0,0.0,5.6,24.4,15.9,low_bike_demand,37.315,0,1
1,6,10,0,0,1,7.5,3.7,77.01,0.0,0.0,0.0,0.0,16.0,low_bike_demand,33.5475,0,1
0,1,5,0,1,1,20.6,17.9,84.58,0.503,0.0,14.4,94.3,16.0,low_bike_demand,38.35425,0,1
10,3,8,0,1,1,27.2,19.9,64.27,0.0,0.0,0.3,82.7,16.0,low_bike_demand,45.7075,1,1
12,6,12,0,0,0,6.0,1.1,70.75,0.0,0.0,17.8,99.6,16.0,low_bike_demand,34.0875,1,1
17,4,6,0,1,1,30.0,11.6,32.1,0.0,0.0,9.4,44.6,16.0,high_bike_demand,52.375,1,1
19,1,11,0,1,0,16.4,6.2,50.95,0.0,0.0,10.3,44.6,16.0,high_bike_demand,42.912499999999994,1,1
20,1,2,0,1,0,1.6,-6.2,56.27,0.0,5.64,29.1,100.0,16.0,low_bike_demand,34.7825,1,1
9,0,1,0,1,0,-0.1,-12.7,38.34,0.0,0.2,31.5,44.6,16.0,low_bike_demand,37.215,1,1
22,5,8,0,0,1,25.8,20.7,73.44,0.0,0.0,0.0,79.3,16.0,low_bike_demand,43.265,0,1
23,5,11,0,0,0,14.3,8.3,66.97,0.0,0.0,12.4,100.0,16.0,low_bike_demand,38.9075,0,1
7,4,10,0,1,1,13.7,12.2,90.34,0.033,0.0,13.2,70.4,16.0,low_bike_demand,33.88175,1,1
12,1,12,0,1,0,2.8,-6.7,49.86,0.0,0.0,12.8,25.3,16.0,low_bike_demand,36.56,1,1
2,6,8,0,0,1,24.1,21.7,86.4,0.0,0.0,5.2,79.3,15.5,low_bike_demand,39.849999999999994,0,1
23,3,4,0,1,1,25.6,13.8,48.06,0.0,0.0,14.7,98.8,16.0,low_bike_demand,47.835,0,1
3,1,7,0,1,1,22.4,19.3,82.21,0.0,0.0,15.3,79.3,16.0,low_bike_demand,39.8725,0,1
22,5,4,0,0,1,14.9,12.3,84.64,0.182,0.0,16.2,99.0,16.0,low_bike_demand,35.594500000000004,0,1
20,6,11,0,0,0,14.3,12.8,90.78,0.0,0.0,13.3,87.5,15.9,low_bike_demand,34.08,1,1
14,3,7,0,1,1,33.8,21.1,47.56,0.0,0.0,19.8,51.3,16.0,low_bike_demand,51.835,1,1
10,3,12,0,1,0,1.7,0.7,92.95,1.819,1.3,12.3,100.0,3.4,low_bike_demand,26.90775,1,0
13,0,11,0,1,0,7.2,-5.7,39.51,0.0,0.0,34.9,88.9,16.0,low_bike_demand,40.4975,1,1
12,3,9,0,1,1,21.0,15.6,71.33,0.0,0.0,16.0,98.8,16.0,low_bike_demand,41.3175,1,1
5,3,6,0,1,1,22.9,18.2,74.77,0.0,0.0,0.0,64.2,16.0,low_bike_demand,41.582499999999996,0,1
22,1,6,0,1,1,23.5,15.6,61.22,0.0,0.0,14.0,79.3,16.0,low_bike_demand,44.47,0,1
5,1,8,0,1,1,23.2,22.1,93.68,0.0,0.0,9.0,79.3,16.0,low_bike_demand,37.904999999999994,0,1
4,4,1,0,1,0,2.6,-0.8,77.93,0.0,0.0,9.9,89.1,16.0,low_bike_demand,30.967499999999998,0,1
20,0,2,0,1,0,0.9,-6.8,56.69,0.0,0.04,17.4,79.3,16.0,low_bike_demand,34.3525,1,1
2,4,7,0,1,1,24.8,21.6,82.5,0.0,0.0,14.4,96.0,16.0,low_bike_demand,40.975,0,1
15,4,3,0,1,0,5.5,-11.7,27.62,0.0,0.0,33.5,24.4,16.0,low_bike_demand,41.545,1,1
9,6,5,0,0,1,17.7,13.3,75.35,0.0,0.0,17.3,100.0,16.0,low_bike_demand,38.91250000000001,1,1
17,0,6,0,1,1,31.7,22.2,57.11,0.0,0.0,23.5,44.6,16.0,high_bike_demand,49.1975,1,1
19,6,7,0,0,1,33.7,18.8,41.4,0.0,0.0,5.6,32.7,16.0,low_bike_demand,52.775000000000006,1,1
3,2,7,0,1,1,24.2,22.1,88.12,0.0,0.0,9.0,44.6,16.0,low_bike_demand,39.544999999999995,0,1
0,3,4,0,1,1,10.4,2.8,58.97,0.0,0.0,24.8,79.3,16.0,low_bike_demand,38.557500000000005,0,1
20,3,6,0,1,1,23.6,10.7,44.08,0.0,0.0,15.6,24.4,16.0,high_bike_demand,47.555,1,1
23,6,11,0,0,0,7.5,-0.6,56.18,0.0,0.0,15.9,82.3,16.0,low_bike_demand,37.68,0,1
3,5,9,0,0,1,14.6,12.0,84.25,0.0,0.0,4.8,0.0,16.0,low_bike_demand,35.5875,0,1
18,3,10,0,1,1,17.6,10.0,61.13,0.0,0.0,10.7,83.9,16.0,high_bike_demand,41.6175,1,1
19,1,4,0,1,1,23.5,11.1,45.82,0.0,0.0,5.6,46.4,16.0,high_bike_demand,47.195,1,1
19,4,3,0,1,0,7.0,-8.9,31.28,0.0,0.0,5.4,79.3,16.0,high_bike_demand,41.705,1,1
18,2,6,0,1,1,33.9,21.5,48.61,0.0,0.0,20.3,44.6,16.0,high_bike_demand,51.6975,1,1
7,4,9,0,1,1,23.7,22.8,94.66,0.0,0.0,9.2,86.5,16.0,low_bike_demand,37.96,1,1
18,5,10,0,0,1,16.1,10.1,67.64,0.0,0.0,7.1,99.6,16.0,high_bike_demand,39.64,1,1
8,6,3,0,0,1,11.1,1.8,52.58,0.0,0.0,18.0,44.6,16.0,low_bike_demand,40.080000000000005,1,1
3,4,2,0,1,0,-1.3,-4.9,76.07,0.0,0.1,20.9,100.0,9.6,low_bike_demand,29.4325,0,1
0,3,9,0,1,1,24.8,20.6,77.31,0.0,0.0,16.6,79.3,16.0,low_bike_demand,42.0225,0,1
9,2,12,0,1,0,-1.3,-5.7,71.89,0.0,0.0,5.5,82.2,16.0,low_bike_demand,30.2775,1,1
18,3,2,0,1,0,15.5,-4.3,25.25,0.0,0.0,16.3,79.3,16.0,high_bike_demand,46.4875,1,1
14,4,12,0,1,0,11.1,-1.6,41.08,0.0,0.0,20.2,89.3,16.0,low_bike_demand,42.105,1,1
2,1,7,0,1,1,24.1,17.9,68.41,0.0,0.0,5.5,0.0,16.0,low_bike_demand,43.3975,0,1
15,3,11,0,1,1,12.0,-2.2,37.15,0.0,0.0,5.2,89.1,16.0,high_bike_demand,43.1625,1,1
10,6,10,0,0,1,12.9,6.7,66.05,0.0,0.0,0.5,24.4,16.0,low_bike_demand,38.387499999999996,1,1
8,2,1,0,1,0,5.4,4.2,92.17,0.0,0.0,12.4,81.1,15.9,low_bike_demand,29.3575,1,1
0,5,8,0,0,1,24.0,18.2,70.06,0.0,0.0,13.7,89.1,16.0,low_bike_demand,43.035,0,1
10,5,6,0,0,1,19.9,15.8,77.22,0.0,0.0,12.6,100.0,16.0,high_bike_demand,39.620000000000005,1,1
20,0,4,0,1,1,7.2,5.7,90.55,7.08,0.0,17.6,100.0,5.2,low_bike_demand,28.817500000000003,1,0
1,1,9,0,1,1,22.0,18.3,79.48,0.0,0.0,9.1,82.2,16.0,low_bike_demand,40.205,0,1
0,2,9,0,1,1,14.8,5.6,54.17,0.0,0.0,12.8,27.2,16.0,low_bike_demand,41.5575,0,1
5,3,11,0,1,1,4.2,0.0,74.18,0.0,0.0,8.7,89.1,16.0,low_bike_demand,32.504999999999995,0,1
16,4,8,0,1,1,28.7,13.4,39.03,0.0,0.0,21.2,49.2,16.0,high_bike_demand,50.767500000000005,1,1
21,0,9,0,1,1,20.4,8.4,46.01,0.0,0.0,8.9,97.4,16.0,low_bike_demand,45.6975,0,1
6,3,10,0,1,1,11.4,8.3,81.37,0.0,0.0,4.8,24.4,16.0,low_bike_demand,34.5825,0,1
7,2,3,0,1,1,9.2,0.3,53.73,0.0,0.0,12.6,98.8,16.0,low_bike_demand,38.9425,1,1
18,3,10,0,1,1,25.9,13.7,46.89,0.0,0.0,8.9,79.3,16.0,high_bike_demand,48.177499999999995,1,1
6,2,3,0,1,1,2.5,-5.0,57.66,0.0,0.0,0.0,96.0,16.0,low_bike_demand,34.96,0,1
0,3,3,0,1,1,9.6,0.0,50.9,0.0,0.0,6.7,24.4,16.0,low_bike_demand,39.675,0,1
21,2,5,0,1,1,23.3,17.1,68.4,0.54,0.0,26.2,96.0,8.9,low_bike_demand,42.864999999999995,0,1
4,2,7,0,1,1,26.5,21.7,74.78,0.0,0.0,11.0,79.3,16.0,low_bike_demand,43.355,0,1
8,2,3,0,1,0,5.5,2.8,83.06,1.3130000000000002,0.0,15.7,100.0,14.1,low_bike_demand,30.981749999999998,1,1
9,4,2,0,1,0,1.2,-7.7,51.45,0.0,0.0,36.1,88.9,16.0,low_bike_demand,35.5125,1,1
10,6,6,0,0,1,22.1,6.7,36.81,0.0,0.0,21.9,24.4,16.0,high_bike_demand,47.997499999999995,1,1
4,3,5,0,1,1,17.9,14.5,80.42,0.0,0.0,4.8,24.4,16.0,low_bike_demand,37.995,0,1
12,2,1,0,1,0,2.8,-10.0,38.39,0.0,0.0,25.1,79.3,16.0,low_bike_demand,38.6025,1,1
7,5,8,0,0,1,23.3,22.2,93.86,0.0,0.0,10.8,94.1,16.0,low_bike_demand,37.91,1,1
23,0,10,0,1,1,22.7,19.3,81.17,0.0,0.0,14.0,44.6,16.0,low_bike_demand,40.2075,0,1
20,1,11,0,1,0,8.5,-0.6,52.51,0.0,0.0,5.5,98.8,16.0,low_bike_demand,38.847500000000004,1,1
5,5,1,0,0,0,-2.3,-11.7,48.74,0.0,0.0,28.4,24.4,16.0,low_bike_demand,34.315000000000005,0,1
0,6,6,0,0,1,24.7,21.0,79.78,0.125,0.0,12.3,96.0,13.3,low_bike_demand,41.448750000000004,0,1
2,6,9,0,0,1,23.4,19.9,80.89,0.0,0.0,0.0,24.4,15.2,low_bike_demand,40.6025,0,1
16,0,11,0,1,0,20.6,5.6,37.5,0.0,0.0,19.7,0.0,16.0,high_bike_demand,47.175,1,1
22,1,3,0,1,0,8.1,-2.8,46.02,0.0,0.0,14.0,79.3,16.0,low_bike_demand,39.81999999999999,0,1
14,3,9,0,1,1,21.0,7.8,42.59,0.0,0.0,16.3,84.8,16.0,low_bike_demand,46.5525,1,1
0,3,7,0,1,1,23.7,22.8,94.58,0.0,0.0,9.2,71.7,15.5,low_bike_demand,37.980000000000004,0,1
1,2,10,0,1,1,21.5,18.9,85.09,0.0,0.0,12.5,100.0,15.9,low_bike_demand,38.8275,0,1
11,4,11,0,1,1,13.5,12.9,96.08,0.0,0.0,0.1,93.5,6.3,low_bike_demand,32.58,1,0
7,4,9,0,1,1,14.7,10.5,75.88,0.0,0.0,10.8,24.4,16.0,low_bike_demand,37.33,1,1
14,3,9,0,1,1,22.8,17.8,73.33,0.006,0.0,14.8,96.9,16.0,low_bike_demand,41.816,1,1
21,0,9,0,1,1,25.8,20.5,72.62,0.0,0.0,6.7,24.4,16.0,low_bike_demand,43.42,0,1
16,2,5,0,1,1,26.6,18.8,62.33,0.0,0.0,14.5,90.7,16.0,low_bike_demand,45.767500000000005,1,1
11,1,1,0,1,0,13.0,11.3,89.41,0.0,0.0,20.9,96.1,14.2,low_bike_demand,33.722500000000004,1,1
16,6,5,0,0,1,33.7,15.6,33.79,0.0,0.0,23.8,44.6,16.0,high_bike_demand,53.877500000000005,1,1
14,4,11,1,1,0,21.6,20.0,90.63,0.294,0.0,15.2,100.0,15.6,low_bike_demand,37.669000000000004,1,1
6,2,8,0,1,1,23.5,17.9,70.63,0.0,0.0,8.3,44.6,16.0,low_bike_demand,42.6925,0,1
13,1,12,0,1,0,4.8,-3.4,55.35,0.0,0.0,5.6,96.4,16.0,low_bike_demand,36.512499999999996,1,1
14,4,4,0,1,1,12.8,11.7,93.21,3.194,0.0,29.0,100.0,3.6,low_bike_demand,32.024,1,0
4,5,4,0,0,1,7.4,1.1,64.24,0.0,0.0,6.7,24.4,16.0,low_bike_demand,36.065,0,1
10,0,8,0,1,1,26.1,21.7,76.88,0.0,0.0,7.5,80.3,16.0,low_bike_demand,42.73,1,1
7,6,4,0,0,1,10.5,8.7,88.48,0.408,0.0,14.9,100.0,4.1,low_bike_demand,32.577999999999996,1,0
1,6,5,0,0,1,17.6,13.8,78.17,0.0,0.0,10.5,33.7,16.0,low_bike_demand,38.307500000000005,0,1
6,3,4,0,1,1,9.1,3.8,69.52,0.0,0.0,16.3,82.3,16.0,low_bike_demand,35.845000000000006,0,1
16,0,12,0,1,0,9.9,-2.8,40.81,0.0,0.0,16.2,46.2,16.0,low_bike_demand,41.5725,1,1
6,5,7,0,0,1,21.5,16.2,71.86,0.0,0.0,12.4,48.4,15.8,low_bike_demand,41.459999999999994,0,1
10,1,2,0,1,0,0.5,-2.1,82.21,0.544,6.71,24.3,100.0,3.1,low_bike_demand,28.911500000000004,1,0
6,6,4,0,0,1,4.4,0.8,77.43,0.0,0.0,6.7,44.6,16.0,low_bike_demand,31.9425,0,1
21,1,7,0,1,1,24.8,19.5,72.26,0.0,0.0,4.8,95.6,16.0,low_bike_demand,43.01,0,1
5,0,12,0,1,0,4.6,-1.3,65.42,0.0,0.0,10.3,89.1,16.0,low_bike_demand,34.47,0,1
20,5,3,0,0,0,6.5,-3.8,47.49,0.0,0.0,23.4,94.7,16.0,low_bike_demand,38.802499999999995,1,1
16,1,3,0,1,0,21.1,-1.1,22.55,0.0,0.0,16.4,89.1,16.0,low_bike_demand,49.362500000000004,1,1
15,4,10,0,1,1,16.6,14.5,87.14,5.1720000000000015,0.0,13.8,100.0,7.8,low_bike_demand,34.697,1,0
